ingredient_name,canonical_name,afcd_food_key,afcd_food_name,afcd_match_score,nutrition_basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,cpi_category,latest_cpi_period,latest_cpi_index,cpi_monthly_pct_change,cpi_annual_pct_change,foodkeeper_product_id,foodkeeper_name,foodkeeper_subtitle,expiry_match_score,pantry_min_days,pantry_max_days,refrigerate_min_days,refrigerate_max_days,freeze_min_days,freeze_max_days
anchovy fillets,anchovy fillet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anchovy packed in oil,anchovy packed oil,F000074,"Anchovy, canned in oil, drained",0.667,per_100_g,762.0,182.12,25.4,8.9,0.0,0.0,0.0,5480.0,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
anchovy paste,anchovy paste,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anchovy stock cube,anchovy stock cube,F008933,"Stock, dry powder or cube",0.625,per_100_g,900.0,215.11,11.3,8.9,22.5,4.3,0.0,18400.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anchovy stuffed olives,anchovy stuffed olive,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
andes mint baking chips,ande mint baking chip,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
andes mint parfait thins,ande mint parfait thin,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
andes mints candies,ande mint candy,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
andouille chicken sausage,andouille chicken sausage,F008119,"Sausage, chicken, plain, fried, no added fat",0.667,per_100_g,841.0,201.0,18.2,12.0,4.9,0.8,0.6,736.0,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
andouille sausage,andouille sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
andouille sausages,andouille sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
andouille turkey sausage,andouille turkey sausage,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
anejo cheese,anejo cheese,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
angel flake coconut,angel flake coconut,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
angel food cake,angel food cake,,,,,,,,,,,,,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
angel food cake mix,angel food cake mix,,,,,,,,,,,,,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
angel hair pasta,angel hair pasta,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
angel hair pasta with herbs mix,angel hair pasta herb mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,234,Flavored or herb mixes,,0.88,180,180,,,,
angel hair with parmesan cheese pasta roni,angel hair parmesan cheese pasta roni,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
angelica,angelica,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
angelica leaf,angelica leaf,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
angelica leaves,angelica leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
angostura bitters,angostura bitter,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
angostura low sodium worcestershire sauce,angostura sodium worcestershire sauce,F008094,"Sauce, Worcestershire, commercial",0.625,per_100_ml,380.0,90.82,1.5,0.2,21.5,20.6,0.0,1293.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,362,Worcestershire sauce,,0.88,365,365,,,,
angus steaks,angu steak,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
animal crackers,animal cracker,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,378,Graham cracker/animal cracker,,0.93,180,270,,,,
anise,anise,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anise extract,anise extract,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anise flavored liqueur,anise liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anise flavoring,anise flavoring,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anise oil,anise oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
anise seed,anise seed,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anise seeds,anise seed,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anisette,anisette,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anjou pear,anjou pear,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
anjou pears,anjou pear,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
annatto oil,annatto oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
annatto seeds,annatto seed,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
annie s goddess dressing,annie goddes dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
another sweetener,another sweetener,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
antelope cutlets,antelope cutlet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
antelope steak,antelope steak,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
anthotiro,anthotiro,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
antipasto mix,antipasto mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
any bottled italian dressing,any italian dressing,F003607,"Dressing, French or Italian, regular fat, commercial",0.6,per_100_ml,976.0,233.27,0.1,20.2,12.0,11.7,0.0,999.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
any desired flavoring,any desired flavoring,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
any desired food coloring,any desired food coloring,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
appenzeller cheese,appenzeller cheese,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
apple,apple,F000089,"Apple, dried",1.0,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,248,Apples,,1.0,21,21,28,42,240,240
apple brandy,apple brandy,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple butter,apple butter,F001973,"Butter, plain, salted",0.625,per_100_g,3069.0,733.51,1.1,82.2,0.6,0.6,0.0,776.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple chips,apple chip,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple cider,apple cider,F002955,"Cider, apple (alcohol ~4-5% v/v)",0.917,per_100_g,209.0,49.95,0.0,0.0,5.6,5.6,0.0,3.0,Fruit,2026-02-01,103.79,1.91,3.73,662,Apple cider,fresh,1.0,2,3,14,21,,
apple cider vinegar,apple cider vinegar,F002955,"Cider, apple (alcohol ~4-5% v/v)",0.667,per_100_g,209.0,49.95,0.0,0.0,5.6,5.6,0.0,3.0,Fruit,2026-02-01,103.79,1.91,3.73,557,Apple cider vinegar,,1.0,,,,,,
apple cinnamon cheerios,apple cinnamon cheerio,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple cinnamon granola cereal,apple cinnamon granola cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
apple cinnamon quick bread mix,apple cinnamon quick bread mix,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,215,"Cake, brownie, bread mixes",,0.88,360,540,,,,
apple crumble mix,apple crumble mix,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple fruit filling and topping,apple fruit filling topping,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple jack,apple jack,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple jacks cereal,apple jack cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
apple jelly,apple jelly,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple juice,apple juice,F004663,"Juice, apple, commercial, added vitamin C",0.917,per_100_g,121.0,28.92,0.2,0.0,7.0,7.0,0.2,6.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,537,Apple juice,fresh squeezed,1.0,,,6,6,360,360
apple juice concentrate,apple juice concentrate,F004663,"Juice, apple, commercial, added vitamin C",0.667,per_100_g,121.0,28.92,0.2,0.0,7.0,7.0,0.2,6.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,319,Juice concentrates,,0.88,,,,,730,730
apple liqueur,apple liqueur,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple peel,apple peel,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple pie,apple pie,F006679,"Pie, sweet, apple, commercial",1.0,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,Fruit,2026-02-01,103.79,1.91,3.73,207,Fruit pies,"apple, peach, blueberry, apricot, cherry, blackberry",0.93,1,2,,,240,240
apple pie filling,apple pie filling,F006679,"Pie, sweet, apple, commercial",0.75,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,Fruit,2026-02-01,103.79,1.91,3.73,207,Fruit pies,"apple, peach, blueberry, apricot, cherry, blackberry",0.88,1,2,,,240,240
apple pie filling with cinnamon,apple pie filling cinnamon,F006679,"Pie, sweet, apple, commercial",0.625,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,Fruit,2026-02-01,103.79,1.91,3.73,207,Fruit pies,"apple, peach, blueberry, apricot, cherry, blackberry",0.88,1,2,,,240,240
apple pie spice,apple pie spice,F006679,"Pie, sweet, apple, commercial",0.75,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,Fruit,2026-02-01,103.79,1.91,3.73,207,Fruit pies,"apple, peach, blueberry, apricot, cherry, blackberry",0.88,1,2,,,240,240
apple raspberry juice concentrate,apple raspberry juice concentrate,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,319,Juice concentrates,,0.88,,,,,730,730
apple rings,apple ring,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple schnapps,apple schnapp,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple smoked bacon,apple smoked bacon,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
apple sweetened fortified soya milk,apple fortified soya milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
apple syrup,apple syrup,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple tart mix,apple tart mix,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple vodka,apple vodka,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
apple yogurt,apple yogurt,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
applejack,applejack,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apples,apple,F000089,"Apple, dried",1.0,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,248,Apples,,1.0,21,21,28,42,240,240
apples for pie,apple for pie,F006679,"Pie, sweet, apple, commercial",0.75,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apples for pies,apple for pie,F006679,"Pie, sweet, apple, commercial",0.75,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apples in syrup,apple syrup,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
applesauce,applesauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,370,Applesauce,commercial,1.0,360,540,,,,
apricot,apricot,F000134,"Apricot, raw",1.0,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,249,Apricots,,1.0,,,2,5,,
apricot baby food,apricot baby food,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot brandy,apricot brandy,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot conserve,apricot conserve,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot filling,apricot filling,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot fruit spread,apricot fruit spread,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot gelatin,apricot gelatin,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot halves,apricot halve,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot halves in juice,apricot halve juice,F000122,"Apricot, canned in pear juice",0.667,per_100_g,192.0,45.89,0.8,0.0,8.2,8.2,1.8,4.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
apricot halves in light syrup,apricot halve light syrup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot jam,apricot jam,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot jell o,apricot jell,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot juice,apricot juice,F000122,"Apricot, canned in pear juice",0.917,per_100_g,192.0,45.89,0.8,0.0,8.2,8.2,1.8,4.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
apricot liqueur,apricot liqueur,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot marmalade,apricot marmalade,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot nectar,apricot nectar,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot pineapple preserves,apricot pineapple preserve,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot preserves,apricot preserve,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot puree,apricot puree,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot syrup,apricot syrup,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot with tapioca baby food,apricot tapioca baby food,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricot yoghurt,apricot yoghurt,F009608,"Yoghurt, apricot pieces or flavoured, regular fat (~3%)",0.85,per_100_ml,402.0,96.08,4.4,3.3,11.5,11.5,0.1,68.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricots,apricot,F000134,"Apricot, raw",1.0,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,249,Apricots,,1.0,,,2,5,,
apricots in juice,apricot juice,F000122,"Apricot, canned in pear juice",0.917,per_100_g,192.0,45.89,0.8,0.0,8.2,8.2,1.8,4.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
apricots in light syrup,apricot light syrup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
apricots in syrup,apricot syrup,F000134,"Apricot, raw",0.625,per_100_g,166.0,39.67,0.2,0.4,7.3,7.2,1.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
aquavit,aquavit,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arabic bread,arabic bread,F001545,"Bread, organic",0.625,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
arabic seven spice,arabic seven spice,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arabic spices,arabic spice,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arame seaweed,arame seaweed,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arbol chile,arbol chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arbol chiles,arbol chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arbol chili powder,arbol chili powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,232,Chili powder,,0.88,730,730,,,,
arborio rice,arborio rice,F007682,"Rice, white, uncooked",0.625,per_100_g,1422.0,339.87,7.0,0.9,74.0,0.0,0.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arctic char,arctic char,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arepa flour,arepa flour,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
argan oil,argan oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
arm roast,arm roast,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
armagnac,armagnac,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
aroma seasoning,aroma seasoning,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
aromatic bitters,aromatic bitter,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arrack liqueur,arrack liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arrowroot,arrowroot,F003983,"Flour, arrowroot",0.875,per_100_g,1378.0,329.35,0.4,0.2,78.6,0.0,3.4,2.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arrowroot cookies,arrowroot cooky,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke,artichoke,F000144,"Artichoke, globe, raw",0.875,per_100_g,145.0,34.66,2.8,0.2,1.3,0.9,8.1,6.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,270,"Artichokes, whole",,1.0,1,2,7,14,,
artichoke and garlic sausage,artichoke garlic sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke bottom,artichoke bottom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke bottoms,artichoke bottom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke dip,artichoke dip,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke heart,artichoke heart,F000141,"Artichoke heart, canned in brine, drained",0.875,per_100_g,104.0,24.86,1.9,0.3,1.2,1.1,4.7,280.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke hearts,artichoke heart,F000141,"Artichoke heart, canned in brine, drained",0.875,per_100_g,104.0,24.86,1.9,0.3,1.2,1.1,4.7,280.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke hearts in brine,artichoke heart brine,F000141,"Artichoke heart, canned in brine, drained",0.938,per_100_g,104.0,24.86,1.9,0.3,1.2,1.1,4.7,280.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke hearts packed in oil,artichoke heart packed oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
artichoke pesto,artichoke pesto,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artichoke quarters in water,artichoke quarter water,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
artichokes,artichoke,F000144,"Artichoke, globe, raw",0.875,per_100_g,145.0,34.66,2.8,0.2,1.3,0.9,8.1,6.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,270,"Artichokes, whole",,1.0,1,2,7,14,,
artificial flower,artificial flower,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artificial sweetener,artificial sweetener,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artificial vanilla flavoring,artificial vanilla flavoring,F009351,"Vanilla, artificial or imitation",0.625,per_100_g,231.0,55.21,0.0,0.0,14.4,14.4,0.0,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
artisan bread,artisan bread,F001545,"Bread, organic",0.625,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
arugula,arugula,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,678,Arugula,,1.0,,,3,7,,
arugula leaf,arugula leaf,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
arugula leaves,arugula leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
asadero cheese,asadero cheese,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
asafoetida powder,asafoetida powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
ascorbic acid,ascorbic acid,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
asiago caesar salad dressing,asiago caesar salad dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,356,Salad dressings,"commercial, bottled",0.88,300,360,,,,
asiago cheese,asiago cheese,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
